date,cash,position,position_value,portfolio_value,leverage,returns,cum_returns,drawdown,buy_hold_returns,buy_hold_cum_returns,buy_hold_drawdown
2008-11-19,1466324.2943229673,0.0,0.0,1466324.2943229673,0.0,0.0,1.4663242943229673,-0.1590039043719956,-0.003447800201830109,1.7074669815053884,-0.2713521884599732
2008-11-20,1466324.2943229673,0.0,0.0,1466324.2943229673,0.0,0.0,1.4663242943229673,-0.1590039043719956,0.016468236601602237,1.7355859517462426,-0.25935264390029245
2008-11-21,49006.322994231945,18561.0,1463534.8216781616,1512541.1446723936,0.9676000066729779,0.031518846498254094,1.5125411446723935,-0.13249667752826558,0.07351942478206097,1.8631852325784524,-0.2049006763134876
2008-11-24,49006.322994231945,18561.0,1501770.577972412,1550776.900966644,0.9683988567512936,0.025279151201227146,1.5507769009666441,-0.11056692987193573,0.02612562115222339,1.9118621041012143,-0.18412821260446474
2008-11-25,49006.322994231945,18561.0,1501028.120979309,1550034.443973541,0.968383719997471,-0.00047876454223705345,1.550034443973541,-0.11099275888860612,-0.0004943877606827796,1.9109169028768334,-0.18453156963043948
2008-11-26,49006.322994231945,18561.0,1491933.129020691,1540939.4520149229,0.968197113176542,-0.005867606358025856,1.5409394520149229,-0.11620910342888227,-0.006059174929170741,1.8993383230871934,-0.18947263549926496
2008-11-28,49006.322994231945,18561.0,1490633.8646850586,1539640.1876792905,0.9681702755056689,-0.0008431637816355142,1.5396401876792905,-0.11695428390341032,-0.0008708596319495499,1.897684266014202,-0.19017849106159915
2008-12-01,49006.322994231945,18561.0,1404139.6783218384,1453146.0013160703,0.9662757059856006,-0.05617818179557488,1.4531460013160704,-0.16656218667608805,-0.05802510489824053,1.7875709374149873,-0.23716846906660127
2008-12-02,49006.322994231945,18561.0,1428268.8933563232,1477275.2163505552,0.9668265449444846,0.016604811225184424,1.4772752163505551,-0.15272310911791412,0.017184340993285696,1.8182891659532137,-0.22405971191861165
2008-12-03,49006.322994231945,18561.0,1413976.9856643677,1462983.3086585996,0.9665024729235185,-0.009674505829226687,1.4629833086585997,-0.16092009433772184,-0.010006454497773598,1.8000945381503082,-0.23182412310428738
2008-12-04,49006.322994231945,18561.0,1401355.5,1450361.822994232,0.9662109673480926,-0.008627224650936238,1.4503618229942319,-0.16815902518395676,-0.008926231326486067,1.7840264778932342,-0.2386810386808849
2008-12-05,1420172.27974205,0.0,0.0,1420172.27974205,0.0,-0.02081518058015097,1.42017227974205,-0.18547394528872152,-0.012980176913027774,1.7608694985926543,-0.24856309348604952
2008-12-08,1420172.27974205,0.0,0.0,1420172.27974205,0.0,0.0,1.42017227974205,-0.18547394528872152,0.02254428852463053,1.8005670486231484,-0.23162248305754327
2008-12-09,1420172.27974205,0.0,0.0,1420172.27974205,0.0,0.0,1.42017227974205,-0.18547394528872152,0.0017061008926391175,1.803638997672061,-0.23031155349000387
2008-12-10,1420172.27974205,0.0,0.0,1420172.27974205,0.0,0.0,1.42017227974205,-0.18547394528872152,0.044805424956165796,1.8844518094302707,-0.1958253355602724
2008-12-11,3882.9385860441253,17331.0,1397745.1764450073,1401628.1150310514,0.997229694136124,-0.013057686715562955,1.4016281150310514,-0.19610977133280488,0.011285285590957983,1.905718386282089,-0.1867499948070572
2008-12-12,3882.9385860441253,17331.0,1400518.0676879883,1404401.0062740324,0.9972351639106655,0.001978335917526497,1.4044010062740324,-0.19451940641968393,0.001983831738223918,1.9094990109009122,-0.1851366436356447
2008-12-15,3882.9385860441253,17331.0,1431540.5735549927,1435423.5121410368,0.9972949178042566,0.022089492764825858,1.4354235121410368,-0.1767267486755839,0.02215073591889971,1.9517958192287785,-0.1670868206188296
2008-12-16,3882.9385860441253,17331.0,1463776.2441329956,1467659.1827190397,0.9973543322375087,0.022457254117233427,1.4676591827190397,-0.15823829206267054,0.022518167611520035,1.9957466846296363,-0.14833114203968029
2008-12-17,3882.9385860441253,17331.0,1480587.3352890015,1484470.2738750456,0.9973842934719682,0.011454356266051402,1.4844702738750455,-0.14859645356883644,0.011484741075274973,2.018667318554446,-0.1385499457241309
2008-12-18,3882.9385860441253,17331.0,1453551.0176010132,1457433.9561870573,0.9973357704686648,-0.01821277135945132,1.4574339561870573,-0.16410287169461316,-0.01826053556152496,1.9818053721970943,-0.15428048507471306
2008-12-19,3882.9385860441253,17331.0,1432060.4823989868,1435943.420985031,0.997295897227357,-0.014745460753672779,1.435943420985031,-0.176428559994148,-0.014784850990297582,1.9525046750773891,-0.16678432208247015
2008-12-22,3882.9385860441253,17331.0,1446445.2441329956,1450328.1827190397,0.9973227172771583,0.01001763824659685,1.4503281827190397,-0.16817831923794058,0.010044800419261257,1.972117194856216,-0.15841483689158914
2008-12-23,3882.9385860441253,17331.0,1432060.4823989868,1435943.420985031,0.997295897227357,-0.009918280500514465,1.435943420985031,-0.176428559994148,-0.009944905825060135,1.9525046750773891,-0.16678432208247015
2008-12-24,3882.9385860441253,17331.0,1446445.2441329956,1450328.1827190397,0.9973227172771583,0.01001763824659685,1.4503281827190397,-0.16817831923794058,0.010044800419261257,1.972117194856216,-0.15841483689158914
2008-12-26,3882.9385860441253,17331.0,1483533.5735549927,1487416.5121410368,0.9973894745995155,0.025572370353077467,1.4874165121410368,-0.14690666714977385,0.025641018609195987,2.0226842885490397,-0.13683573606310306
2008-12-29,3882.9385860441253,17331.0,1496531.8235549927,1500414.7621410368,0.9974120898540726,0.008738809804719638,1.5004147621410369,-0.13945164676832128,0.008761682399173631,2.040406405879105,-0.12927296492417148
2008-12-30,3882.9385860441253,17331.0,1488732.9264450073,1492615.8650310514,0.9973985680595969,-0.005197827498615526,1.4926158650310515,-0.14392462866263722,-0.005211313910758797,2.0297732075925454,-0.13381059683453606
2008-12-31,3882.9385860441253,17331.0,1499478.061820984,1503361.000407028,0.9974171615566768,0.007198861828896064,1.503361000407028,-0.1377618603492588,0.007217638022983142,2.044423375873698,-0.12755875526314384
2009-01-02,3882.9385860441253,17331.0,1494452.188179016,1498335.1267650602,0.9974084979276783,-0.003343091672996068,1.4983351267650602,-0.1406444014940648,-0.003351748698386614,2.037570982484662,-0.1304829590696094
2009-01-05,3882.9385860441253,17331.0,1464122.938179016,1468005.8767650602,0.9973549570560298,-0.020241966872579176,1.4680058767650603,-0.15803944905078726,-0.020294560267569373,1.9962193753811768,-0.14812942506044977
2009-01-06,3882.9385860441253,17331.0,1475387.9823989868,1479270.920985031,0.9973750997664048,0.007673705124937591,1.479270920985031,-0.15157849205597296,0.007694056234090141,2.01157839951094,-0.1415750849526981
2009-01-07,3882.9385860441253,17331.0,1434140.25,1438023.1885860441,0.9972998080859447,-0.027883825615608204,1.4380231885860442,-0.1752357294320156,-0.027957210503990804,1.9553402787505316,-0.16557425100454598
2009-01-08,3882.9385860441253,17331.0,1463776.2441329956,1467659.1827190397,0.9973543322375087,0.020608843006304722,1.4676591827190397,-0.15823829206267054,0.02066464150420133,1.9957466846296363,-0.14833114203968029
2009-01-09,3882.9385860441253,17331.0,1454417.4882659912,1458300.4268520353,0.9973373534598587,-0.006376654728290521,1.4583004268520354,-0.163605915837683,-0.006393569990301162,1.9829867385185453,-0.15377634649160943
2009-01-12,1428664.4327190397,0.0,0.0,1428664.4327190397,0.0,-0.020322283109365458,1.4286644327190396,-0.18060335320702817,-0.037654862984544346,1.9083176445794612,-0.18564078221874833
2009-01-13,1428664.4327190397,0.0,0.0,1428664.4327190397,0.0,0.0,1.4286644327190396,-0.18060335320702817,0.0014858236009589465,1.9111530679739035,-0.1844307880733106
2009-01-14,1428664.4327190397,0.0,0.0,1428664.4327190397,0.0,0.0,1.4286644327190396,-0.18060335320702817,-0.01347671086678437,1.8853970106546514,-0.19542197853429774
2009-01-15,1428664.4327190397,0.0,0.0,1428664.4327190397,0.0,0.0,1.4286644327190396,-0.18060335320702817,0.007519720105734873,1.8995746684629637,-0.18937177700964963
2009-01-16,1428664.4327190397,0.0,0.0,1428664.4327190397,0.0,0.0,1.4286644327190396,-0.18060335320702817,0.02885930728247965,1.9543950775261507,-0.16597760803052072
2009-01-20,1428664.4327190397,0.0,0.0,1428664.4327190397,0.0,0.0,1.4286644327190396,-0.18060335320702817,0.021883660725774856,1.9971643963268575,-0.14772614496696143
2009-01-21,1428664.4327190397,0.0,0.0,1428664.4327190397,0.0,0.0,1.4286644327190396,-0.18060335320702817,-0.004377604494590903,1.98842160048906,-0.1514570628253764
2009-01-22,1428664.4327190397,0.0,0.0,1428664.4327190397,0.0,0.0,1.4286644327190396,-0.18060335320702817,0.00510992629089313,1.9985822883027788,-0.14712107096175614
2009-01-23,29577.157229232602,16063.0,1422057.3703918457,1451634.5276210783,0.9796249285433412,0.01607801970566447,1.4516345276210783,-0.1674290777731354,0.04670131074402373,2.091918700796309,-0.10729050706971084
2009-01-26,29577.157229232602,16063.0,1428803.8009796143,1458380.9582088469,0.9797191830689022,0.004647471839089201,1.458380958208847,-0.16355972785804143,0.00474413390643269,2.1018430432342576,-0.10305537369570589
2009-01-27,29577.157229232602,16063.0,1419647.8958816528,1449225.0531108854,0.9795910530488396,-0.006278129899067286,1.4492250531108855,-0.1688110085393599,-0.006408091224060275,2.088374241274556,-0.10880307668399454
2009-01-28,29577.157229232602,16063.0,1404227.4305877686,1433804.5878170012,0.9793715562911788,-0.010640490419885351,1.4338045878170012,-0.17765526704011106,-0.010862175993511136,2.0656899527255166,-0.11848341450992854
2009-01-29,29577.157229232602,16063.0,1437638.5,1467215.6572292326,0.9798413020720569,0.023302387017118287,1.4672156572292325,-0.15849267181119103,0.02379320378198746,2.1148393347211187,-0.09750931075416154
2009-01-30,29577.157229232602,16063.0,1466712.4907836916,1496289.6480129242,0.9802330001624276,0.01981575826323745,1.4962896480129242,-0.1418175660190587,0.020223436408868922,2.1576086535218257,-0.07925784769060212
2009-02-02,29577.157229232602,16063.0,1427036.861175537,1456614.0184047697,0.9796945815051098,-0.026516008889618248,1.4566140184047698,-0.16457313906741153,-0.027050720476891166,2.0992437849368852,-0.10416458628401483
2009-02-03,29577.157229232602,16063.0,1421093.6296081543,1450670.786837387,0.9796113925381279,-0.004080169140409318,1.450670786837387,-0.16798182196445777,-0.00416473584465582,2.090500989099088,-0.10789550414242972
2009-02-04,29577.157229232602,16063.0,1432498.3449020386,1462075.5021312712,0.9797704310166486,0.007861683986032153,1.4620755021312712,-0.161440757978108,0.008025308858100377,2.1072779052047723,-0.10073609002947287
2009-02-05,29577.157229232602,16063.0,1447597.6041183474,1477174.76134758,0.9799772119026389,0.010327277349424513,1.47717476134758,-0.15278072411182467,0.01054050726832867,2.1294896832809718,-0.09125739225028281
2009-02-06,29577.157229232602,16063.0,1439084.111175537,1468661.2684047697,0.9798611443867117,-0.00576336203784289,1.4686612684047697,-0.15766355552420735,-0.005881118425859366,2.1169659022669505,-0.09660181514508323
2009-02-09,29577.157229232602,16063.0,1418684.1550979614,1448261.312327194,0.9795774719814165,-0.013890170944409586,1.4482613123271941,-0.16936375273068227,-0.014175652360522317,2.0869565295773347,-0.10940807375671342
2009-02-10,29577.157229232602,16063.0,1449043.2152938843,1478620.3725231169,0.9799967876955719,0.020962418824223894,1.4786203725231168,-0.15195160782484127,0.021399449684998073,2.131616250826803,-0.09034989664120469
2009-02-11,29577.157229232602,16063.0,1482454.2847061157,1512031.4419353483,0.9804387948498116,0.02259611055893873,1.5120314419353482,-0.1327890125959212,0.023057331251128632,2.1807656328224057,-0.0693757928854375
2009-02-12,29577.157229232602,16063.0,1496589.6805877688,1526166.8378170014,0.9806199712270388,0.00934861239628737,1.5261668378170015,-0.12468179320887875,0.009535131050908197,2.2015595189226835,-0.060502169111452835
2009-02-13,29577.157229232602,16063.0,1486630.6990203855,1516207.856249618,0.980492676444513,-0.006525486808263037,1.5162078562496182,-0.1303936706203266,-0.00665445024548883,2.1869093506415305,-0.06675401068284524
2009-02-17,29577.157229232602,16063.0,1533213.3009796145,1562790.458208847,0.9810741375634379,0.030723097606453642,1.562790458208847,-0.10367667048360506,0.03133434684883385,2.25543472676149,-0.037511357158298585
2009-02-18,29577.157229232602,16063.0,1556665.388824463,1586242.5460536955,0.9813539503761164,0.015006546604928284,1.5862425460536955,-0.09022595266613265,0.015296037302744647,2.2899339404759393,-0.02278909497392381
2009-02-19,29577.157229232602,16063.0,1538353.4560775757,1567930.6133068083,0.9811361823168606,-0.011544219887711482,1.5679306133068083,-0.10072858431668809,-0.011763563883639527,2.2629961562778362,-0.034284577882987256
2009-02-20,29577.157229232602,16063.0,1570961.4490203855,1600538.606249618,0.9815204974664511,0.020796834162220224,1.600538606249618,-0.08202658581789733,0.021196684555155665,2.310964171951987,-0.01381461271032401
2009-02-23,29577.157229232602,16063.0,1569837.0439224243,1599414.201151657,0.9815075061807407,-0.0007025166987979503,1.599414201151657,-0.08267147747041277,-0.0007157432785268592,2.309310114878996,-0.014520468272658012
2009-02-24,29577.157229232602,16063.0,1521648.0439224243,1551225.201151657,0.9809330346056304,-0.030129156015559655,1.551225201151657,-0.11030981164322957,-0.03069681670881841,2.238421645558735,-0.04477155282838443
2009-02-25,29577.157229232602,16063.0,1496268.4745101929,1525845.6317394255,0.9806158915331983,-0.016360983172133414,1.5258456317394256,-0.12486601784334683,-0.01667900110909304,2.201087008449843,-0.06070380915819715
2009-02-26,1509782.5765914915,0.0,0.0,1509782.5765914915,0.0,-0.010527313388591253,1.5097825765914914,-0.13407882753051586,-0.0009662261493376123,2.1989602606253116,-0.06161138169976159
2009-02-27,1509782.5765914915,0.0,0.0,1509782.5765914915,0.0,0.0,1.5097825765914914,-0.13407882753051586,-0.004620678234007802,2.188799572811592,-0.06594737356338225
2009-03-02,1509782.5765914915,0.0,0.0,1509782.5765914915,0.0,0.0,1.5097825765914914,-0.13407882753051586,-0.018352553153934692,2.1486295123082577,-0.08308962403863253
2009-03-03,1509782.5765914915,0.0,0.0,1509782.5765914915,0.0,0.0,1.5097825765914914,-0.13407882753051586,-0.00978774207259936,2.12759928083221,-0.09206410630223232
2009-03-04,1509782.5765914915,0.0,0.0,1509782.5765914915,0.0,0.0,1.5097825765914914,-0.13407882753051586,-0.011661517559766521,2.1027882444586385,-0.10265201666973113
2009-03-05,1509782.5765914915,0.0,0.0,1509782.5765914915,0.0,0.0,1.5097825765914914,-0.13407882753051586,0.03371165380397634,2.173676713778899,-0.0724009321140049
2009-03-06,1509782.5765914915,0.0,0.0,1509782.5765914915,0.0,0.0,1.5097825765914914,-0.13407882753051586,0.003261257296713005,2.1807656328224057,-0.0693757928854375
2009-03-09,1509782.5765914915,0.0,0.0,1509782.5765914915,0.0,0.0,1.5097825765914914,-0.13407882753051586,-0.018636918448808326,2.1401228815675304,-0.0867197603399186
2009-03-10,1509782.5765914915,0.0,0.0,1509782.5765914915,0.0,0.0,1.5097825765914914,-0.13407882753051586,-0.026830079644072802,2.0827032142069712,-0.11122314190735637
2009-03-11,1509782.5765914915,0.0,0.0,1509782.5765914915,0.0,0.0,1.5097825765914914,-0.13407882753051586,0.012253254351412224,2.1082231064291532,-0.10033273300349811
2009-03-12,1509782.5765914915,0.0,0.0,1509782.5765914915,0.0,0.0,1.5097825765914914,-0.13407882753051586,0.02107147755767702,2.1526464823028513,-0.0813754143776047
2009-03-13,1509782.5765914915,0.0,0.0,1509782.5765914915,0.0,0.0,1.5097825765914914,-0.13407882753051586,0.002195439966922841,2.157372488424755,-0.07935862924773131
2009-03-16,1509782.5765914915,0.0,0.0,1509782.5765914915,0.0,0.0,1.5097825765914914,-0.13407882753051586,-0.005476451076530053,2.145557743538045,-0.0844004766736856
2009-03-17,1509782.5765914915,0.0,0.0,1509782.5765914915,0.0,0.0,1.5097825765914914,-0.13407882753051586,-0.008370067298315353,2.12759928083221,-0.09206410630223232
2009-03-18,1509782.5765914915,0.0,0.0,1509782.5765914915,0.0,0.0,1.5097825765914914,-0.13407882753051586,0.033873782667158014,2.1996691164739217,-0.06130888316340234
2009-03-19,1509782.5765914915,0.0,0.0,1509782.5765914915,0.0,0.0,1.5097825765914914,-0.13407882753051586,0.013535311911035075,2.229442324066467,-0.04860340610890115
2009-03-20,1509782.5765914915,0.0,0.0,1509782.5765914915,0.0,0.0,1.5097825765914914,-0.13407882753051586,-0.008055136709291255,2.211483861360632,-0.05626703573744788
2009-03-23,1509782.5765914915,0.0,0.0,1509782.5765914915,0.0,0.0,1.5097825765914914,-0.13407882753051586,-0.01613414430944493,2.1758034616034307,-0.07149335957244027
2009-03-24,1509782.5765914915,0.0,0.0,1509782.5765914915,0.0,0.0,1.5097825765914914,-0.13407882753051586,-0.012271990229602348,2.1491020227810984,-0.08288798399188821
2009-03-25,1509782.5765914915,0.0,0.0,1509782.5765914915,0.0,0.0,1.5097825765914914,-0.13407882753051586,0.0113249746371904,2.173440548681829,-0.07250171367113371
2009-03-26,1509782.5765914915,0.0,0.0,1509782.5765914915,0.0,0.0,1.5097825765914914,-0.13407882753051586,-0.0005436295926601886,2.1722590020816783,-0.07300592918672359
2009-03-27,1509782.5765914915,0.0,0.0,1509782.5765914915,0.0,0.0,1.5097825765914914,-0.13407882753051586,-0.013488500594508679,2.1429584852406727,-0.08550968926199454
2009-03-30,1509782.5765914915,0.0,0.0,1509782.5765914915,0.0,0.0,1.5097825765914914,-0.13407882753051586,-0.007828857264959965,2.1261815691349883,-0.09266910337495139
2009-03-31,1509782.5765914915,0.0,0.0,1509782.5765914915,0.0,0.0,1.5097825765914914,-0.13407882753051586,0.003334023240399997,2.1332703078997945,-0.0896440410788705
2009-04-01,1509782.5765914915,0.0,0.0,1509782.5765914915,0.0,0.0,1.5097825765914914,-0.13407882753051586,0.008307487928012502,2.15099242522986,-0.08208126993993889
2009-04-02,1509782.5765914915,0.0,0.0,1509782.5765914915,0.0,0.0,1.5097825765914914,-0.13407882753051586,-0.024497371827343573,2.0982987639912047,-0.10456786637750308
2009-04-03,1509782.5765914915,0.0,0.0,1509782.5765914915,0.0,0.0,1.5097825765914914,-0.13407882753051586,-0.013626201264451798,2.06970692272011,-0.11676920484890072
2009-04-06,1509782.5765914915,0.0,0.0,1509782.5765914915,0.0,0.0,1.5097825765914914,-0.13407882753051586,-0.026487039523035216,2.014886513656923,-0.1401633738280297
2009-04-07,1509782.5765914915,0.0,0.0,1509782.5765914915,0.0,0.0,1.5097825765914914,-0.13407882753051586,0.017239372329946656,2.049621892468443,-0.12534033008652595
2009-04-08,1509782.5765914915,0.0,0.0,1509782.5765914915,0.0,0.0,1.5097825765914914,-0.13407882753051586,-0.0014987002146591433,2.04655012369823,-0.12665118272157902
2009-04-09,1509782.5765914915,0.0,0.0,1509782.5765914915,0.0,0.0,1.5097825765914914,-0.13407882753051586,-0.0034638384671937805,2.039461204654724,-0.12967632195014622
2009-04-13,1509782.5765914915,0.0,0.0,1509782.5765914915,0.0,0.0,1.5097825765914914,-0.13407882753051586,0.018190241446344402,2.076559496387846,-0.11384492410994883
2009-04-14,1509782.5765914915,0.0,0.0,1509782.5765914915,0.0,0.0,1.5097825765914914,-0.13407882753051586,-0.005803305903222533,2.0645085864040653,-0.11898755309303229
2009-04-15,1509782.5765914915,0.0,0.0,1509782.5765914915,0.0,0.0,1.5097825765914914,-0.13407882753051586,0.0014878934340316619,2.067580355174278,-0.11767670045797922
2009-04-16,1509782.5765914915,0.0,0.0,1509782.5765914915,0.0,0.0,1.5097825765914914,-0.13407882753051586,-0.019314313616071388,2.0276464597680137,-0.13471816937610068
2009-04-17,1509782.5765914915,0.0,0.0,1509782.5765914915,0.0,0.0,1.5097825765914914,-0.13407882753051586,-0.006875613036671613,2.0137051473354717,-0.14066751241113346
2009-04-20,1509782.5765914915,0.0,0.0,1509782.5765914915,0.0,0.0,1.5097825765914914,-0.13407882753051586,0.02030034854210716,2.054584063687417,-0.12322276339952357
2009-04-21,1509782.5765914915,0.0,0.0,1509782.5765914915,0.0,0.0,1.5097825765914914,-0.13407882753051586,-0.0006900236998221843,2.0531663519901957,-0.12382776047224243
2009-04-22,1509782.5765914915,0.0,0.0,1509782.5765914915,0.0,0.0,1.5097825765914914,-0.13407882753051586,0.0056392895294219425,2.0647447515011357,-0.11888677153590328
2009-04-23,1509782.5765914915,0.0,0.0,1509782.5765914915,0.0,0.0,1.5097825765914914,-0.13407882753051586,0.01625092518853677,2.0982987639912047,-0.10456786637750308
2009-04-24,1509782.5765914915,0.0,0.0,1509782.5765914915,0.0,0.0,1.5097825765914914,-0.13407882753051586,0.010360339384325012,2.120037851315863,-0.09529088557754384
2009-04-27,1509782.5765914915,0.0,0.0,1509782.5765914915,0.0,0.0,1.5097825765914914,-0.13407882753051586,-0.007913498381772466,2.1032609352101788,-0.10245029969050069
2009-04-28,1509782.5765914915,0.0,0.0,1509782.5765914915,0.0,0.0,1.5097825765914914,-0.13407882753051586,-0.014155736501410554,2.0734877276176333,-0.1151557767450019
2009-04-29,1509782.5765914915,0.0,0.0,1509782.5765914915,0.0,0.0,1.5097825765914914,-0.13407882753051586,0.006609707476406657,2.087192874953105,-0.1093072152670981
2009-04-30,1509782.5765914915,0.0,0.0,1509782.5765914915,0.0,0.0,1.5097825765914914,-0.13407882753051586,-0.012000511332669439,2.0621454932037633,-0.11999598412421224
2009-05-01,1509782.5765914915,0.0,0.0,1509782.5765914915,0.0,0.0,1.5097825765914914,-0.13407882753051586,-0.0036667778977123033,2.054584063687417,-0.12322276339952357
2009-05-04,1509782.5765914915,0.0,0.0,1509782.5765914915,0.0,0.0,1.5097825765914914,-0.13407882753051586,0.019436486494786687,2.094517959093681,-0.1061812944814021
2009-05-05,1509782.5765914915,0.0,0.0,1509782.5765914915,0.0,0.0,1.5097825765914914,-0.13407882753051586,-0.004399812639145684,2.085302472504343,-0.11011392931904761
2009-05-06,1509782.5765914915,0.0,0.0,1509782.5765914915,0.0,0.0,1.5097825765914914,-0.13407882753051586,0.014617574113624299,2.1157845359454996,-0.09710595372818678
2009-05-07,7747.677818298107,16719.0,1495347.400817871,1503095.0786361692,0.9948455171409862,-0.004429444384250414,1.5030950786361692,-0.1379143772051143,-0.001116802245908266,2.1134216230238976,-0.09811430782688042
2009-05-08,7747.677818298107,16719.0,1504375.6761245728,1512123.3539428709,0.9948762924677435,0.0060064565675335135,1.512123353942871,-0.13273629735430165,0.006037577155491469,2.1261815691349883,-0.09266910337495139
2009-05-11,7747.677818298107,16719.0,1499527.150817871,1507274.8286361692,0.9948598107849327,-0.003206435039878941,1.5072748286361692,-0.13551712207927993,-0.0032229484853091295,2.1193289954672525,-0.09559338411390328
2009-05-12,7747.677818298107,16719.0,1516413.2489776614,1524160.9267959595,0.9949167586689255,0.011203065186903727,1.5241609267959595,-0.12583226404497191,0.011260948593415199,2.1431946503377435,-0.08540890770486535
2009-05-13,7747.677818298107,16719.0,1522933.6487731934,1530681.3265914915,0.994938412271906,0.004278025817942233,1.5306813265914914,-0.1220925519013442,0.004299883161748896,2.152410136927081,-0.08147627286722002
2009-05-14,7747.677818298107,16719.0,1521930.5495910645,1529678.2274093626,0.9949350930937813,-0.0006553285551360588,1.5296782274093625,-0.12266786972084981,-0.0006586624328229762,2.15099242522986,-0.08208126993993889
2009-05-15,7747.677818298107,16719.0,1530624.5010223386,1538372.1788406367,0.9949637168918792,0.005683516490914586,1.5383721788406368,-0.11768153809039894,0.005712449515919316,2.1632798608681103,-0.07683770553475398
2009-05-18,7747.677818298107,16719.0,1510728.8502044678,1518476.5280227659,0.9948977296156257,-0.012932924224399844,1.518476528022766,-0.12909249590006489,-0.012998387785235432,2.1351607103485564,-0.08883732702692099
2009-05-19,7747.677818298107,16719.0,1520760.2246932983,1528507.9025115964,0.9949312150721842,0.006606209779147942,1.5285079025115964,-0.1233390982297466,0.0066400893101847824,2.1493383681568683,-0.08278712550227309
2009-05-20,7747.677818298107,16719.0,1542327.75,1550075.427818298,0.9950017414125435,0.014110182401584348,1.5500754278182982,-0.11096925300143087,0.01418206825540258,2.1798204315980247,-0.06977914991141226
2009-05-21,7747.677818298107,16719.0,1569078.1244888306,1576825.8023071287,0.9950865353630299,0.017257466319868797,1.5768258023071287,-0.0956268348277753,0.01734415690104174,2.2176275791797573,-0.05364525353485542
2009-05-22,7747.677818298107,16719.0,1574093.8755111694,1581841.5533294675,0.9951021151252534,0.003180916379602605,1.5818415533294676,-0.0927500994134058,0.003196622873047117,2.2247164982232635,-0.05062011430628822
2009-05-26,7747.677818298107,16719.0,1567573.4757156374,1575321.1535339355,0.9950818423272502,-0.004122030921369979,1.5753211535339355,-0.09648981155703364,-0.004142319525520355,2.2155010116339255,-0.05455274914393374
2009-05-27,7747.677818298107,16719.0,1562390.4989776614,1570138.1767959595,0.9950656076434572,-0.0032901080051829235,1.5701381767959595,-0.09946245766079422,-0.0033063692504812225,2.2081757472146495,-0.05767874686211607
2009-05-28,7747.677818298107,16719.0,1575598.5242843626,1583346.2021026607,0.9951067695694035,0.00841201462514185,1.5833462021026607,-0.09188712268414746,0.008453728639123081,2.2268430657690947,-0.04971261869721009
2009-05-29,7747.677818298107,16719.0,1608367.7489776614,1616115.4267959595,0.9952059873386282,0.020696184226659753,1.6161154267959594,-0.07309265127661653,0.02079795340515611,2.273156844091555,-0.02994858601936698
2009-06-01,7747.677818298107,16719.0,1600509.9261245728,1608257.6039428709,0.9951825641617962,-0.0048621668494726045,1.6082576039428709,-0.07759942946011189,-0.004885588422227083,2.2620511353321553,-0.03468785797647569
2009-06-02,7747.677818298107,16719.0,1611042.8502044678,1618790.5280227659,0.9952139095922674,0.0065492767166603905,1.618790528022766,-0.07155837288004076,0.006580980166364325,2.2769376489890782,-0.028335157915468156
2009-06-03,7747.677818298107,16719.0,1578440.8512268066,1586188.5290451047,0.9951155378591962,-0.02013972679805709,1.5861885290451048,-0.09025693359818036,-0.02023658090380609,2.2308602160423887,-0.04799833210369576
2009-06-04,7747.677818298107,16719.0,1608869.4261245728,1616617.1039428709,0.9952074750419244,0.01918345413586131,1.616617103942871,-0.07280491920844318,0.01927761491608404,2.2738658802188656,-0.029646010550521223
2009-06-05,7747.677818298107,16719.0,1566737.4746932983,1574485.1525115964,0.9950792309435633,-0.026061799871173075,1.5744851525115964,-0.09696929184556892,-0.026187303175224996,2.2143194650337743,-0.055056964659523804
2009-06-08,1567521.6811031338,0.0,0.0,1567521.6811031338,0.0,-0.004422697411502807,1.5675216811031338,-0.100963123421031,-0.0016006992566894862,2.2107750055120214,-0.056569534273807315
2009-06-09,1567521.6811031338,0.0,0.0,1567521.6811031338,0.0,0.0,1.5675216811031338,-0.100963123421031,0.0028858943940417436,2.2171550687069166,-0.053846893581599733
2009-06-10,1567521.6811031338,0.0,0.0,1567521.6811031338,0.0,0.0,1.5675216811031338,-0.100963123421031,0.00031971415018094973,2.217863924555527,-0.0535443950452403
2009-06-11,1567521.6811031338,0.0,0.0,1567521.6811031338,0.0,0.0,1.5675216811031338,-0.100963123421031,-0.0017047055302460423,2.2140831196580044,-0.05515782314913893
2009-06-12,1567521.6811031338,0.0,0.0,1567521.6811031338,0.0,0.0,1.5675216811031338,-0.100963123421031,-0.016328696148645738,2.1779300291492634,-0.07058586396336158
2009-06-15,1567521.6811031338,0.0,0.0,1567521.6811031338,0.0,0.0,1.5675216811031338,-0.100963123421031,-0.01160898031985369,2.1526464823028513,-0.0813754143776047
2009-06-16,1567521.6811031338,0.0,0.0,1567521.6811031338,0.0,0.0,1.5675216811031338,-0.100963123421031,0.009110887430919812,2.1722590020816783,-0.07300592918672359
2009-06-17,1567521.6811031338,0.0,0.0,1567521.6811031338,0.0,0.0,1.5675216811031338,-0.100963123421031,0.004568673638105869,2.182183344519627,-0.06877079581271864
2009-06-18,1567521.6811031338,0.0,0.0,1567521.6811031338,0.0,0.0,1.5675216811031338,-0.100963123421031,-0.008012971044898287,2.1646975725653315,-0.07623270846203511
