date,cash,position,position_value,portfolio_value,leverage,returns,cum_returns,drawdown,buy_hold_returns,buy_hold_cum_returns,buy_hold_drawdown
2005-02-04,1000000.0,0.0,0.0,1000000.0,0.0,0.0,1.0,0.0,-0.0050383657134133175,0.9799149697483327,-0.030395118614607513
2005-02-07,1000000.0,0.0,0.0,1000000.0,0.0,0.0,1.0,0.0,-0.004822781698873069,0.9751890537657787,-0.035071311291690964
2005-02-08,1000000.0,0.0,0.0,1000000.0,0.0,0.0,1.0,0.0,-0.00024235851997878033,0.9749527083900085,-0.03530516998057141
2005-02-09,1000000.0,0.0,0.0,1000000.0,0.0,0.0,1.0,0.0,0.0012119014491505098,0.9761342549901595,-0.034136054918082914
2005-02-10,1000000.0,0.0,0.0,1000000.0,0.0,0.0,1.0,0.0,0.01065114045223603,0.9865311980402984,-0.023848502381264652
2005-02-11,1000000.0,0.0,0.0,1000000.0,0.0,0.0,1.0,0.0,0.007904235474363697,0.9943289729324152,-0.016132771085433293
2005-02-14,1000000.0,0.0,0.0,1000000.0,0.0,0.0,1.0,0.0,0.011169139390555083,1.0054347718311647,-0.005143820863887427
2005-02-15,1000000.0,0.0,0.0,1000000.0,0.0,0.0,1.0,0.0,0.0007051138550435709,1.0061437178191253,-0.004442333988203007
2005-02-16,1000000.0,0.0,0.0,1000000.0,0.0,0.0,1.0,0.0,-0.0014091444506997286,1.0047259159825541,-0.005845218548615033
2005-02-17,1000000.0,0.0,0.0,1000000.0,0.0,0.0,1.0,0.0,0.004938830719939835,1.0096880872015284,-0.0009352563736079443
2005-02-18,1000000.0,0.0,0.0,1000000.0,0.0,0.0,1.0,0.0,0.00046806594846571237,1.0101606878137188,-0.0004676281868038623
2005-02-22,18565.606994628906,22920.0,998624.3930053711,1017190.0,0.9817481424368811,0.01719000000000004,1.01719,0.0,0.019181279411092822,1.0295368622167753,0.0
2005-02-23,18565.606994628906,22920.0,995186.3580322266,1013751.9650268555,0.981686243149095,-0.0033799339092446257,1.0137519650268554,-0.0033799339092447376,-0.0034427708728380635,1.0259924026950222,-0.0034427708728381376
2005-02-24,18565.606994628906,22920.0,993123.6419677734,1011689.2489624023,0.9816489035406178,-0.002034734467220911,1.0116892489624023,-0.0054077911084435834,-0.0020726932677530563,1.0238658351491905,-0.005508328332580628
2005-02-25,18565.606994628906,22920.0,997020.0,1015585.6069946289,0.981719308675938,0.0038513387744534278,1.015585606994629,-0.001577279569570163,0.003923336297287472,1.027882805143784,-0.0016066030597775666
2005-02-28,18565.606994628906,22920.0,997707.5720214845,1016273.1790161134,0.9817316767007441,0.0006770202499415401,1.0162731790161135,-0.0009013271698370689,0.0006896271102732054,1.0285916609923949,-0.0009180839065298541
2005-03-01,18565.606994628906,22920.0,990602.4279785156,1009168.0349731445,0.9816030568238093,-0.006991372191724632,1.0091680349731444,-0.007886397847851034,-0.00712146949889636,1.0212665768518183,-0.008033015298888481
2005-03-02,18565.606994628906,22920.0,991290.0,1009855.6069946289,0.9816155825981093,0.0006813256045141713,1.009855606994629,-0.00721044544811794,0.0006940948276166203,1.021975432700429,-0.0073444961456409835
2005-03-03,18565.606994628906,22920.0,984872.4279785156,1003438.0349731445,0.9814980035163549,-0.006354940228121664,1.0034380349731444,-0.01351956372639881,-0.006473960214956609,1.0153592044084632,-0.013770908384751897
2005-03-04,18565.606994628906,22920.0,994269.6244812012,1012835.2314758301,0.9816696670715369,0.009364999307542643,1.01283523147583,-0.004281175123792064,0.00954153678763614,1.0250472916099915,-0.004360767226067989
2005-03-07,18565.606994628906,22920.0,996332.4279785156,1014898.0349731445,0.9817069238929799,0.002036662463161587,1.0148980349731445,-0.002253231969303257,0.002074692263067668,1.0271739492951735,-0.0022951222130250634
2005-03-08,18565.606994628906,22920.0,1009167.5720214845,1027733.1790161134,0.9819353822823912,0.01264673257871518,1.0277331790161135,0.0,0.012882391140284888,1.040406405879105,0.0
2005-03-09,18565.606994628906,22920.0,1008938.4104919434,1027504.0174865723,0.9819313533780207,-0.0002229776504447667,1.0275040174865722,-0.00022297765044495077,-0.0002270797594914331,1.0401701506426846,-0.00022707975949140698
2005-03-10,18565.606994628906,22920.0,1013064.0174865723,1031629.6244812012,0.9820036119998343,0.004015173589998033,1.031629624481201,0.0,0.004089057321762013,1.0444234660130483,0.0
2005-03-11,18565.606994628906,22920.0,1018335.6069946289,1036901.2139892578,0.9820951053541527,0.0051099632881399515,1.0369012139892577,0.0,0.005203609463038106,1.049858237844213,0.0
2005-03-14,18565.606994628906,22920.0,1009167.5720214845,1027733.1790161134,0.9819353822823912,-0.008841763178068174,1.0277331790161135,-0.008841763178067997,-0.009002960232532331,1.040406405879105,-0.009002960232532423
2005-03-15,18565.606994628906,22920.0,1009855.2314758301,1028420.838470459,0.9819474612919736,0.0006691030983390078,1.028420838470459,-0.008178576130866236,0.0006814125556651174,1.0411153518670653,-0.008327682407008001
2005-03-16,18565.606994628906,22920.0,1015585.2314758301,1034150.838470459,0.9820474863975471,0.005571649061995032,1.034150838470459,-0.0026524952248992615,0.005674080622057209,1.0470227243104204,-0.0027008537263230772
2005-03-17,18565.606994628906,22920.0,1004354.3930053711,1022920.0,0.9818503822443311,-0.01085996167355019,1.02292,-0.01348365090196771,-0.011058489354102252,1.0354442346601305,-0.013729475718245832
2005-03-18,18565.606994628906,22920.0,1005958.7860107422,1024524.3930053711,0.9818788043297163,0.0015684442628662865,1.0245243930053711,-0.011936354994001211,0.0015974371362783568,1.037098291733122,-0.012153970556341364
2005-03-21,1015895.014404297,0.0,0.0,1015895.014404297,0.0,-0.008422814195531703,1.015895014404297,-0.02025863148924644,-0.018227369518925784,1.0181947179422557,-0.03015980516281453
2005-03-22,1015895.014404297,0.0,0.0,1015895.014404297,0.0,0.0,1.015895014404297,-0.02025863148924644,-0.010211153983543442,1.0077977748921167,-0.04006299273172679
2005-03-23,1015895.014404297,0.0,0.0,1015895.014404297,0.0,0.0,1.015895014404297,-0.02025863148924644,-0.005392810051695673,1.002362912921602,-0.045239750673517744
2005-03-24,1015895.014404297,0.0,0.0,1015895.014404297,0.0,0.0,1.015895014404297,-0.02025863148924644,-0.0007071848324320396,1.0016540570729915,-0.045914942640450485
2005-03-28,1015895.014404297,0.0,0.0,1015895.014404297,0.0,0.0,1.015895014404297,-0.02025863148924644,0.0035386064647016102,1.0051985165947446,-0.042538811088602774
2005-03-29,1015895.014404297,0.0,0.0,1015895.014404297,0.0,0.0,1.015895014404297,-0.02025863148924644,0.000470156495844698,1.0056711172069348,-0.04208865449111712
2005-03-30,1015895.014404297,0.0,0.0,1015895.014404297,0.0,0.0,1.015895014404297,-0.02025863148924644,0.001174794065958995,1.0068525736677358,-0.040963305926698515
2005-03-31,1015895.014404297,0.0,0.0,1015895.014404297,0.0,0.0,1.015895014404297,-0.02025863148924644,0.004928399001750794,1.01181474488671,-0.036236790440985316
2005-04-01,1015895.014404297,0.0,0.0,1015895.014404297,0.0,0.0,1.015895014404297,-0.02025863148924644,-0.00467073246998706,1.0070888289041562,-0.040738270557251426
2005-04-04,1015895.014404297,0.0,0.0,1015895.014404297,0.0,0.0,1.015895014404297,-0.02025863148924644,-0.005161835089612765,1.0018904024487616,-0.045689821412411714
2005-04-05,1015895.014404297,0.0,0.0,1015895.014404297,0.0,0.0,1.015895014404297,-0.02025863148924644,0.0011792272467261444,1.0030718589095626,-0.04456447284799311
2005-04-06,1015895.014404297,0.0,0.0,1015895.014404297,0.0,0.0,1.015895014404297,-0.02025863148924644,0.004240289798367325,1.0073251742799263,-0.040513149329212655
2005-04-07,1015895.014404297,0.0,0.0,1015895.014404297,0.0,0.0,1.015895014404297,-0.02025863148924644,-0.0014074917144651922,1.0059073724433552,-0.04186361912167003
2005-04-08,1015895.014404297,0.0,0.0,1015895.014404297,0.0,0.0,1.015895014404297,-0.02025863148924644,0.002818861469227274,1.0087428859771475,-0.03916276539534717
2005-04-11,1015895.014404297,0.0,0.0,1015895.014404297,0.0,0.0,1.015895014404297,-0.02025863148924644,0.002108225708201239,1.0108695436623296,-0.03713710363595662
2005-04-12,1015895.014404297,0.0,0.0,1015895.014404297,0.0,0.0,1.015895014404297,-0.02025863148924644,0.0014025566854398708,1.0122873454989005,-0.035786633843499456
2005-04-13,1015895.014404297,0.0,0.0,1015895.014404297,0.0,0.0,1.015895014404297,-0.02025863148924644,0.0014005922753805855,1.013705147335472,-0.03443616405104187
2005-04-14,1015895.014404297,0.0,0.0,1015895.014404297,0.0,0.0,1.015895014404297,-0.02025863148924644,-0.013752916820573557,0.9997637447635798,-0.047715483171801944
2005-04-15,1015895.014404297,0.0,0.0,1015895.014404297,0.0,0.0,1.015895014404297,-0.02025863148924644,0.002127160237926695,1.0018904024487616,-0.045689821412411714
2005-04-18,1015895.014404297,0.0,0.0,1015895.014404297,0.0,0.0,1.015895014404297,-0.02025863148924644,0.006839554018720273,1.0087428859771475,-0.03916276539534717
2005-04-19,2590.7644042969914,23429.0,1014007.0914001466,1016597.8558044436,0.9974515346560052,0.0006918445215116087,1.0165978558044435,-0.019580802790944127,0.01382057089640587,1.0226842885490397,-0.025883446274586986
2005-04-20,2590.7644042969914,23429.0,1016818.6357498169,1019409.4001541139,0.9974585633564833,0.0027656406450371485,1.0194094001541139,-0.016869315609968107,0.002772706792206092,1.025519892222182,-0.02318250668967223
2005-04-21,2590.7644042969914,23429.0,1011898.4778251647,1014489.2422294617,0.9974462376766032,-0.004826478865025519,1.0144892422294616,-0.021614375079734773,-0.004838776308445647,1.0205576308638575,-0.027909108033977528
2005-04-22,2590.7644042969914,23429.0,1016584.2957000732,1019175.0601043702,0.9974579790011426,0.004618893606610275,1.0191750601043703,-0.017095315971990994,0.004630719363250435,1.0252835468464117,-0.023407627917711213
2005-04-25,2590.7644042969914,23429.0,1017755.7278251647,1020346.4922294617,0.9974608974264848,0.0011493924556704727,1.0203464922294616,-0.01596557274352619,0.0011523216815825243,1.0264650033072127,-0.022282279353292606
2005-04-26,2590.7644042969914,23429.0,1022441.5457000732,1025032.3101043702,0.9974725046432603,0.004592379069849217,1.0250323101043701,-0.011446513635782623,0.004604069273991485,1.0311909192897668,-0.017780799237026287
2005-04-27,2590.7644042969914,23429.0,1012132.8178749084,1014723.5822792054,0.9974468274419347,-0.010056978422577911,1.0147235822792053,-0.021388374717711673,-0.010082461797956688,1.0207939762396279,-0.027683986805938546
2005-04-28,2590.7644042969914,23429.0,1007447.0,1010037.764404297,0.9974349826356987,-0.004617826920296331,1.010037764404297,-0.025907433825455024,-0.004629647208502563,1.0160680602570737,-0.032185466922204864
2005-04-29,2590.7644042969914,23429.0,1015647.114250183,1018237.87865448,0.9974556393367329,0.008118621440871943,1.01823787865448,-0.01799914503231662,0.008139499398164718,1.0243383456220307,-0.02430794111268294
2005-05-02,2590.7644042969914,23429.0,1004635.5450248718,1007226.3094291688,0.9974278229430233,-0.010814338629655085,1.007226309429169,-0.028618834812547768,-0.010841924395601277,1.0132325467232814,-0.03488632064852773
2005-05-03,1003735.3576843262,0.0,0.0,1003735.3576843262,0.0,-0.003465906035378552,1.0037353576843262,-0.03198555065562409,-0.0027985714457283706,1.010396943050139,-0.03758726023344269
2005-05-04,1003735.3576843262,0.0,0.0,1003735.3576843262,0.0,0.0,1.0037353576843262,-0.03198555065562409,0.003274162999094443,1.013705147335472,-0.03443616405104187
2005-05-05,1003735.3576843262,0.0,0.0,1003735.3576843262,0.0,0.0,1.0037353576843262,-0.03198555065562409,0.000233061099710552,1.013941402571892,-0.03421112868159499
2005-05-06,1003735.3576843262,0.0,0.0,1003735.3576843262,0.0,0.0,1.0037353576843262,-0.03198555065562409,-0.009088776300053003,1.0047259159825541,-0.04298896768608864
2005-05-09,1003735.3576843262,0.0,0.0,1003735.3576843262,0.0,0.0,1.0037353576843262,-0.03198555065562409,0.0007055216127449526,1.0054347718311647,-0.04231377571915589
2005-05-10,1003735.3576843262,0.0,0.0,1003735.3576843262,0.0,0.0,1.0037353576843262,-0.03198555065562409,0.00211516226090791,1.0075614295163464,-0.040288113959765774
2005-05-11,1003735.3576843262,0.0,0.0,1003735.3576843262,0.0,0.0,1.0037353576843262,-0.03198555065562409,0.0011725900041330561,1.0087428859771475,-0.03916276539534717
2005-05-12,1003735.3576843262,0.0,0.0,1003735.3576843262,0.0,0.0,1.0037353576843262,-0.03198555065562409,-0.012415057304904109,0.9962192852418268,-0.05109161472364955
2005-05-13,1003735.3576843262,0.0,0.0,1003735.3576843262,0.0,0.0,1.0037353576843262,-0.03198555065562409,-0.004981002970415038,0.9912571140228524,-0.055818130209362854
2005-05-16,1003735.3576843262,0.0,0.0,1003735.3576843262,0.0,0.0,1.0037353576843262,-0.03198555065562409,-0.0016686458534241888,0.9896030569498611,-0.05739363537126722
2005-05-17,1003735.3576843262,0.0,0.0,1003735.3576843262,0.0,0.0,1.0037353576843262,-0.03198555065562409,-0.00047756583700042654,0.9891304563376706,-0.057843791968753076
2005-05-18,1003735.3576843262,0.0,0.0,1003735.3576843262,0.0,0.0,1.0037353576843262,-0.03198555065562409,0.004538906448606106,0.9936200269444545,-0.05356743308052564
2005-05-19,1003735.3576843262,0.0,0.0,1003735.3576843262,0.0,0.0,1.0037353576843262,-0.03198555065562409,-0.0016646776716828793,0.9919659698714631,-0.05514293824243
2005-05-20,1003735.3576843262,0.0,0.0,1003735.3576843262,0.0,0.0,1.0037353576843262,-0.03198555065562409,-0.007860838969886319,0.9841682851186964,-0.06257030745446628
2005-05-23,1003735.3576843262,0.0,0.0,1003735.3576843262,0.0,0.0,1.0037353576843262,-0.03198555065562409,-0.000720350369627254,0.9834593391307358,-0.06324558527999091
2005-05-24,1003735.3576843262,0.0,0.0,1003735.3576843262,0.0,0.0,1.0037353576843262,-0.03198555065562409,0.0026429748480192305,0.986058597428108,-0.06076976692311493
2005-05-25,1003735.3576843262,0.0,0.0,1003735.3576843262,0.0,0.0,1.0037353576843262,-0.03198555065562409,0.0033548859617584803,0.9893667115740908,-0.05761875659930609
2005-05-26,1003735.3576843262,0.0,0.0,1003735.3576843262,0.0,0.0,1.0037353576843262,-0.03198555065562409,-0.004299028176920183,0.9851133962037271,-0.061670080118086654
2005-05-27,1003735.3576843262,0.0,0.0,1003735.3576843262,0.0,0.0,1.0037353576843262,-0.03198555065562409,0.004557506540298295,0.9896030569498611,-0.05739363537126722
2005-05-31,1003735.3576843262,0.0,0.0,1003735.3576843262,0.0,0.0,1.0037353576843262,-0.03198555065562409,-0.005491870495949791,0.9841682851186964,-0.06257030745446628
2005-06-01,1003735.3576843262,0.0,0.0,1003735.3576843262,0.0,0.0,1.0037353576843262,-0.03198555065562409,-0.002881218299775168,0.9813326814455541,-0.06527124703938103
2005-06-02,1003735.3576843262,0.0,0.0,1003735.3576843262,0.0,0.0,1.0037353576843262,-0.03198555065562409,0.013725011114335883,0.9948014834052553,-0.05244208451610724
2005-06-03,1003735.3576843262,0.0,0.0,1003735.3576843262,0.0,0.0,1.0037353576843262,-0.03198555065562409,0.001662700649912141,0.9964555404782469,-0.05086657935420267
2005-06-06,1003735.3576843262,0.0,0.0,1003735.3576843262,0.0,0.0,1.0037353576843262,-0.03198555065562409,0.007351230418580101,1.0037807147581732,-0.043889280881060366
2005-06-07,1003735.3576843262,0.0,0.0,1003735.3576843262,0.0,0.0,1.0037353576843262,-0.03198555065562409,-0.002354013069648664,1.0014178018365711,-0.04613997800989758
2005-06-08,1003735.3576843262,0.0,0.0,1003735.3576843262,0.0,0.0,1.0037353576843262,-0.03198555065562409,-0.0009438630136665571,1.0004726006121905,-0.04704029120486909
2005-06-09,1003735.3576843262,0.0,0.0,1003735.3576843262,0.0,0.0,1.0037353576843262,-0.03198555065562409,-0.0016532757338674209,0.998818543539199,-0.048615796366773566
2005-06-10,1673.5718338013394,23495.0,1001356.8749046326,1003030.4467384339,0.9983314845135127,-0.0007022876503210984,1.003030446738434,-0.032665375248731005,0.008280067904679056,1.0070888289041562,-0.040738270557251426
2005-06-13,1673.5718338013394,23495.0,1005116.0713195802,1006789.6431533815,0.9983377144916196,0.0037478387891130005,1.0067896431533816,-0.02903996102003607,0.0037541025673846207,1.0108695436623296,-0.03713710363595662
2005-06-14,1673.5718338013394,23495.0,1000886.964149475,1002560.5359832763,0.9983307024626099,-0.00420058668547596,1.0025605359832763,-0.033118562831904605,-0.0042075808862085395,1.0066162282919655,-0.0411884271547375
2005-06-15,1673.5718338013394,23495.0,1004176.3394355774,1005849.9112693787,0.9983361614739427,0.003280974233517364,1.0058499112693788,-0.029946249749689822,0.003286460313625561,1.0099244325772985,-0.03803733097233667
2005-06-16,1673.5718338013394,23495.0,1021092.6784896851,1022766.2503234864,0.9983636810138465,0.01681795550666143,1.0227662503234864,-0.013631928938910192,0.01684598450468955,1.0269376039194031,-0.021832122755806743
2005-06-17,1673.5718338013394,23495.0,1025086.8750953674,1026760.4469291688,0.9983700464516269,0.0039052878450174244,1.0267604469291687,-0.009779877700282158,0.003911688615366726,1.0309546640533467,-0.01800583460647317
2005-06-20,1673.5718338013394,23495.0,1025791.6964149475,1027465.2682487488,0.9983711645682644,0.0006864515688036477,1.0274652682487488,-0.00910013954386848,0.0006875722796806372,1.0316635199019573,-0.017330642639540424
2005-06-21,1673.5718338013394,23495.0,1029315.9822654724,1030989.5540992738,0.9983767325021411,0.003430077842467405,1.0309895540992737,-0.005701275888413834,0.0034356739899943367,1.0352079794237103,-0.013954511087692714
2005-06-22,1673.5718338013394,23495.0,1027201.4286804199,1028875.0005142213,0.998373396347501,-0.002050994189654931,1.0288750005142213,-0.007740576794347889,-0.00205432891501256,1.0330813217385284,-0.015980172847083047
2005-06-23,1673.5718338013394,23495.0,1034249.9107551575,1035923.4825889588,0.9983844638509219,0.006850669003731991,1.0359234825889587,-0.0009429359201320476,0.006861830482257192,1.0401701506426846,-0.009227995601979516
2005-06-24,1673.5718338013394,23495.0,1031430.5358505249,1033104.1076843262,0.9983800549999239,-0.0027216053618037694,1.0331041076843261,-0.00366197498247978,-0.002726009328416601,1.037334637108892,-0.011928849328302593
2005-06-27,1673.5718338013394,23495.0,1031665.4464149475,1033339.0182487488,0.9983804232645375,0.0002273832449946056,1.0333390182487487,-0.003435424409239704,0.00022775219101789368,1.0375708923453124,-0.0117038139588555
2005-06-28,1673.5718338013394,23495.0,1020857.7679252625,1022531.3397590638,0.9983633050951811,-0.01045898615925811,1.0225313397590639,-0.013858479512150268,-0.010475952768643992,1.026701348682983,-0.022057158125253624
2005-06-29,1673.5718338013394,23495.0,1025086.8750953674,1026760.4469291688,0.9983700464516269,0.004135919365661156,1.0267604469291687,-0.009779877700282158,0.004142699701154218,1.0309546640533467,-0.01800583460647317
2005-06-30,1673.5718338013394,23495.0,1020622.7677345275,1022296.3395683288,0.9983629288602285,-0.004347759376776894,1.0222963395683289,-0.014085116522083795,-0.004354857592362316,1.0264650033072127,-0.022282279353292606
2005-07-01,1020416.7861740113,0.0,0.0,1020416.7861740113,0.0,-0.0018385602310883042,1.0204167861740112,-0.015897780418084536,-0.017034942153854926,1.0089792313529178,-0.03893764416730818
2005-07-05,1020416.7861740113,0.0,0.0,1020416.7861740113,0.0,0.0,1.0204167861740112,-0.015897780418084536,-0.00983611185335398,0.9990547987756193,-0.04839076099732647
2005-07-06,1020416.7861740113,0.0,0.0,1020416.7861740113,0.0,0.0,1.0204167861740112,-0.015897780418084536,-0.0007095264939215307,0.9983459429270086,-0.04906595296425932
2005-07-07,1020416.7861740113,0.0,0.0,1020416.7861740113,0.0,0.0,1.0204167861740112,-0.015897780418084536,0.002603564742048814,1.000945201224381,-0.04659013460738323
2005-07-08,1020416.7861740113,0.0,0.0,1020416.7861740113,0.0,0.0,1.0204167861740112,-0.015897780418084536,-0.0023607716566916848,0.9985821981634287,-0.04884091759481244
2005-07-11,1020416.7861740113,0.0,0.0,1020416.7861740113,0.0,0.0,1.0204167861740112,-0.015897780418084536,0.006625712378494519,1.0051985165947446,-0.042538811088602774
2005-07-12,1020416.7861740113,0.0,0.0,1020416.7861740113,0.0,0.0,1.0204167861740112,-0.015897780418084536,0.0023506928060406107,1.0075614295163464,-0.040288113959765774
2005-07-13,1020416.7861740113,0.0,0.0,1020416.7861740113,0.0,0.0,1.0204167861740112,-0.015897780418084536,-0.006801147272008534,1.0007088558486104,-0.046815255835422426
2005-07-14,1020416.7861740113,0.0,0.0,1020416.7861740113,0.0,0.0,1.0204167861740112,-0.015897780418084536,-0.010625666220912877,0.9900756575620515,-0.05694347877378135
2005-07-15,1020416.7861740113,0.0,0.0,1020416.7861740113,0.0,0.0,1.0204167861740112,-0.015897780418084536,0.0035798975111969167,0.9936200269444545,-0.05356743308052564
2005-07-18,1020416.7861740113,0.0,0.0,1020416.7861740113,0.0,0.0,1.0204167861740112,-0.015897780418084536,-0.0009512703032843461,0.9926748257200737,-0.054467746275497254
2005-07-19,1020416.7861740113,0.0,0.0,1020416.7861740113,0.0,0.0,1.0204167861740112,-0.015897780418084536,-0.0028564374358296396,0.9898393121862813,-0.05716860000182023
2005-07-20,1020416.7861740113,0.0,0.0,1020416.7861740113,0.0,0.0,1.0204167861740112,-0.015897780418084536,0.0074003670997335735,0.9971644864662076,-0.05019130152867793
2005-07-21,1020416.7861740113,0.0,0.0,1020416.7861740113,0.0,0.0,1.0204167861740112,-0.015897780418084536,0.006161097555276163,1.0033081141459828,-0.044339437478546226
2005-07-22,1020416.7861740113,0.0,0.0,1020416.7861740113,0.0,0.0,1.0204167861740112,-0.015897780418084536,-0.00023547625409303663,1.0030718589095626,-0.04456447284799311
2005-07-25,1020416.7861740113,0.0,0.0,1020416.7861740113,0.0,0.0,1.0204167861740112,-0.015897780418084536,0.0014133700239207236,1.0044895706067838,-0.04321408891412762
2005-07-26,1020416.7861740113,0.0,0.0,1020416.7861740113,0.0,0.0,1.0204167861740112,-0.015897780418084536,-0.00611616870851539,0.9983459429270086,-0.04906595296425932
2005-07-27,1020416.7861740113,0.0,0.0,1020416.7861740113,0.0,0.0,1.0204167861740112,-0.015897780418084536,0.0044970089161888716,1.0028355135337923,-0.04478959407603209
2005-07-28,1020416.7861740113,0.0,0.0,1020416.7861740113,0.0,0.0,1.0204167861740112,-0.015897780418084536,0.0073044623779965345,1.0101606878137188,-0.037812295602889574
2005-07-29,1020416.7861740113,0.0,0.0,1020416.7861740113,0.0,0.0,1.0204167861740112,-0.015897780418084536,0.0016374197619699604,1.01181474488671,-0.036236790440985316
2005-08-01,1020416.7861740113,0.0,0.0,1020416.7861740113,0.0,0.0,1.0204167861740112,-0.015897780418084536,0.007239639782820717,1.0191399191666364,-0.029259491967843016
2005-08-02,1020416.7861740113,0.0,0.0,1020416.7861740113,0.0,0.0,1.0204167861740112,-0.015897780418084536,0.00023181825378149057,1.0193761744030567,-0.029034456598395923
2005-08-03,10541.019007873605,23393.0,1018297.2614440919,1028838.2804519655,0.9897544451755401,0.008252994650872036,1.0288382804519656,-0.007775990063963491,0.009040319776685735,1.0285916609923949,-0.02025661759390206
2005-08-04,10541.019007873605,23393.0,1021806.247138977,1032347.2661468507,0.989789270186943,0.003410629018725464,1.0323472661468507,-0.00439188206259947,0.0034459345298727406,1.0321361205141477,-0.01688048604205456
2005-08-05,10541.019007873605,23393.0,1019934.7643051146,1030475.7833129882,0.9897707261261549,-0.0018128423402016258,1.0304757833129883,-0.0061967626130448395,-0.001831543738455843,1.030245718065386,-0.018681112431998013
2005-08-08,10541.019007873605,23393.0,1014086.5143051146,1024627.5333129882,0.989712340665109,-0.00567529105943454,1.0246275333129882,-0.011836885241024228,-0.005733945154800635,1.0243383456220307,-0.02430794111268294
2005-08-09,10541.019007873605,23393.0,1013852.6235694885,1024393.6425773621,0.9897099917748879,-0.00022826903242567642,1.024393642577362,-0.012062452279109013,-0.00023064179665810425,1.0241020903856108,-0.02453297648212961
2005-08-10,10541.019007873605,23393.0,1021104.4856948853,1031645.5047027589,0.9897823244905132,0.007079175254496084,1.0316455047027588,-0.005068669238295758,0.007152777392699372,1.0314272646655371,-0.017555678008987306
2005-08-11,10541.019007873605,23393.0,1039818.8678474426,1050359.8868553163,0.9899643739828712,0.018140322491832617,1.0503598868553163,0.0,0.01832758783722488,1.0503308384564032,0.0
2005-08-12,10541.019007873605,23393.0,1040754.6092643738,1051295.6282722475,0.9899733065330089,0.0008908769543101158,1.0512956282722474,0.0,0.0008999080954052996,1.051276039680784,0.0
2005-08-15,10541.019007873605,23393.0,1032333.1149864197,1042874.1339942933,0.9898923382369255,-0.008010586224727834,1.0428741339942933,-0.008010586224727714,-0.008091719414922038,1.0427694089400568,-0.008091719414922016
2005-08-16,10541.019007873605,23393.0,1042158.1321525574,1052699.151160431,0.9899866747339409,0.00942109584069084,1.0526991511604311,0.0,0.009517293423515705,1.0526937513780052,0.0
2005-08-17,1035236.3610788347,0.0,0.0,1035236.3610788347,0.0,-0.016588585696441838,1.0352363610788347,-0.0165885856964419,-0.014365867578198133,1.0375708923453124,-0.01436586757819793
2005-08-18,1035236.3610788347,0.0,0.0,1035236.3610788347,0.0,0.0,1.0352363610788347,-0.0165885856964419,-0.0018218632802418089,1.0356805800359008,-0.016161558211810166
2005-08-19,1035236.3610788347,0.0,0.0,1035236.3610788347,0.0,0.0,1.0352363610788347,-0.0165885856964419,-0.005247623712637761,1.030245718065386,-0.021324372148342534
2005-08-22,1035236.3610788347,0.0,0.0,1035236.3610788347,0.0,0.0,1.0352363610788347,-0.0165885856964419,0.00229363055775611,1.032608721126338,-0.01907965182217092
2005-08-23,1035236.3610788347,0.0,0.0,1035236.3610788347,0.0,0.0,1.0352363610788347,-0.0165885856964419,0.0013729418202810262,1.0340264328235593,-0.017732905253792838
