,date,open,high,low,close,adjclose,volume,ticker
0,1973-05-03,1.0353699922561646,1.0633529424667358,1.0353699922561646,1.0353699922561646,0.5410362482070923,35736,PNR
1,1973-05-04,1.1053279638290405,1.1612939834594727,1.1053279638290405,1.1053279638290405,0.5775927901268005,59858,PNR
2,1973-05-07,1.0493619441986084,1.1053279638290405,1.0493619441986084,1.0493619441986084,0.5483477115631104,66112,PNR
3,1973-05-08,1.0353699922561646,1.0633529424667358,1.0353699922561646,1.0353699922561646,0.5410362482070923,24122,PNR
4,1973-05-09,1.0633529424667358,1.1053279638290405,1.0633529424667358,1.0633529424667358,0.5556588172912598,32162,PNR
5,1973-05-10,1.0633529424667358,1.1053279638290405,1.0633529424667358,1.0633529424667358,0.5556588172912598,9827,PNR
6,1973-05-11,1.0633529424667358,1.1053279638290405,1.0633529424667358,1.0633529424667358,0.5556588172912598,14294,PNR
7,1973-05-14,1.0633529424667358,1.1053279638290405,1.0633529424667358,1.0633529424667358,0.5556588172912598,24122,PNR
8,1973-05-15,1.0633529424667358,1.1053279638290405,1.0633529424667358,1.0633529424667358,0.5556588172912598,34843,PNR
9,1973-05-16,1.0493619441986084,1.1053279638290405,1.0493619441986084,1.0493619441986084,0.5483477115631104,20548,PNR
10,1973-05-17,1.0633529424667358,1.1053279638290405,1.0633529424667358,1.0633529424667358,0.5556588172912598,33056,PNR
11,1973-05-18,1.021378993988037,1.0633529424667358,1.021378993988037,1.021378993988037,0.5337249636650085,33056,PNR
12,1973-05-21,0.9374300241470337,0.9794049859046936,0.9374300241470337,0.9374300241470337,0.4898575246334076,76832,PNR
13,1973-05-22,0.9374300241470337,0.9794049859046936,0.9374300241470337,0.9374300241470337,0.4898575246334076,10721,PNR
14,1973-05-23,0.9234390258789062,0.9514219760894775,0.9234390258789062,0.9234390258789062,0.482546329498291,30376,PNR
15,1973-05-24,0.8674730062484741,0.9234390258789062,0.8674730062484741,0.8674730062484741,0.45330122113227844,55391,PNR
16,1973-05-25,0.8954560160636902,0.9374300241470337,0.8954560160636902,0.8954560160636902,0.4679239094257355,43777,PNR
17,1973-05-29,0.8954560160636902,0.9374300241470337,0.8954560160636902,0.8954560160636902,0.4679239094257355,16081,PNR
18,1973-05-30,0.8674730062484741,0.9234390258789062,0.8674730062484741,0.8674730062484741,0.45330122113227844,893,PNR
19,1973-05-31,0.8674730062484741,0.9234390258789062,0.8674730062484741,0.8674730062484741,0.45330122113227844,30376,PNR
