,date,open,high,low,close,adjclose,volume,ticker
0,2012-04-12,33.25,34.209999084472656,32.0,34.0,23.70957374572754,654700,PSX
1,2012-04-13,34.0,37.45000076293945,33.90999984741211,37.0,25.80159568786621,1685000,PSX
2,2012-04-16,37.0,37.0,35.9900016784668,36.54999923706055,25.4877872467041,550200,PSX
3,2012-04-17,36.400001525878906,36.75,36.0,36.0,25.104249954223633,179600,PSX
4,2012-04-18,36.0,36.439998626708984,34.5,36.0,25.104249954223633,207100,PSX
5,2012-04-19,36.0,37.220001220703125,35.79999923706055,36.0,25.104249954223633,598100,PSX
6,2012-04-20,36.099998474121094,37.0,36.099998474121094,36.31999969482422,25.32740020751953,149700,PSX
7,2012-04-23,36.2400016784668,36.2400016784668,35.41999816894531,35.68000030517578,24.881099700927734,95700,PSX
8,2012-04-24,36.0,36.0,34.68000030517578,34.75,24.232576370239258,124500,PSX
9,2012-04-25,34.79999923706055,35.5,34.5,34.75,24.232576370239258,266200,PSX
10,2012-04-26,34.61000061035156,34.9900016784668,34.439998626708984,34.95000076293945,24.372053146362305,183900,PSX
11,2012-04-27,35.25,35.25,33.970001220703125,34.11000061035156,23.78628158569336,536000,PSX
12,2012-04-30,34.34000015258789,34.900001525878906,34.0,34.04999923706055,23.744441986083984,4105700,PSX
13,2012-05-01,33.7400016784668,34.099998474121094,32.58000183105469,32.7599983215332,22.84486961364746,6878600,PSX
14,2012-05-02,32.599998474121094,32.66999816894531,31.6299991607666,32.0,22.31488609313965,11287600,PSX
15,2012-05-03,31.93000030517578,31.979999542236328,31.049999237060547,31.389999389648438,21.889511108398438,11800000,PSX
16,2012-05-04,30.850000381469727,31.09000015258789,30.1200008392334,30.15999984741211,21.03178596496582,10881000,PSX
17,2012-05-07,30.100000381469727,30.549999237060547,29.25,29.350000381469727,20.46693992614746,12257200,PSX
18,2012-05-08,29.09000015258789,30.40999984741211,28.75,30.100000381469727,20.989946365356445,14601300,PSX
19,2012-05-09,29.809999465942383,32.88999938964844,29.729999542236328,32.4900016784668,22.656585693359375,13990000,PSX
20,2012-05-10,33.04999923706055,33.349998474121094,31.520000457763672,32.47999954223633,22.649612426757812,8862000,PSX
21,2012-05-11,31.729999542236328,32.150001525878906,31.399999618530273,31.829999923706055,22.196346282958984,4460100,PSX
22,2012-05-14,31.190000534057617,31.579999923706055,30.770000457763672,31.31999969482422,21.840694427490234,6398200,PSX
23,2012-05-15,31.350000381469727,32.31999969482422,31.059999465942383,31.670000076293945,22.08476448059082,6362800,PSX
24,2012-05-16,31.459999084472656,32.38999938964844,31.25,32.099998474121094,22.384620666503906,6118600,PSX
25,2012-05-17,31.889999389648438,32.0,31.200000762939453,31.260000228881836,21.798864364624023,5850500,PSX
26,2012-05-18,31.43000030517578,31.690000534057617,30.989999771118164,31.3799991607666,21.882537841796875,7940800,PSX
27,2012-05-21,31.229999542236328,32.34000015258789,30.950000762939453,32.189998626708984,22.447385787963867,5480100,PSX
28,2012-05-22,31.8799991607666,32.27000045776367,31.329999923706055,31.6299991607666,22.056875228881836,5415000,PSX
29,2012-05-23,31.350000381469727,31.489999771118164,30.8799991607666,31.40999984741211,21.903465270996094,5268900,PSX
30,2012-05-24,31.420000076293945,31.440000534057617,30.75,31.1299991607666,21.708206176757812,4210400,PSX
31,2012-05-25,31.010000228881836,31.40999984741211,30.829999923706055,31.299999237060547,21.826749801635742,3217900,PSX
32,2012-05-29,31.280000686645508,31.719999313354492,30.860000610351562,31.010000228881836,21.624523162841797,3979600,PSX
33,2012-05-30,30.790000915527344,30.829999923706055,30.18000030517578,30.440000534057617,21.227041244506836,6000600,PSX
34,2012-05-31,30.260000228881836,30.350000381469727,29.719999313354492,30.030000686645508,20.941125869750977,8098000,PSX
35,2012-06-01,29.5,30.170000076293945,29.3799991607666,29.920000076293945,20.864423751831055,5701700,PSX
36,2012-06-04,29.299999237060547,30.190000534057617,29.25,29.530000686645508,20.59246253967285,4844900,PSX
37,2012-06-05,29.3700008392334,30.100000381469727,29.31999969482422,29.899999618530273,20.850481033325195,4046500,PSX
38,2012-06-06,30.030000686645508,32.0,29.81999969482422,31.530000686645508,21.987136840820312,8609400,PSX
39,2012-06-07,32.06999969482422,32.75,31.739999771118164,31.829999923706055,22.196346282958984,7694300,PSX
40,2012-06-08,31.65999984741211,32.349998474121094,31.510000228881836,32.119998931884766,22.398571014404297,4302100,PSX
41,2012-06-11,32.45000076293945,33.04999923706055,32.22999954223633,32.599998474121094,22.733293533325195,5999000,PSX
42,2012-06-12,32.560001373291016,33.7400016784668,32.4900016784668,33.4900016784668,23.353933334350586,6809900,PSX
43,2012-06-13,33.27000045776367,33.4900016784668,32.540000915527344,32.77000045776367,22.851842880249023,2876200,PSX
44,2012-06-14,32.77000045776367,33.63999938964844,32.310001373291016,33.529998779296875,23.381820678710938,4460000,PSX
45,2012-06-15,33.599998474121094,34.90999984741211,33.380001068115234,34.900001525878906,24.337175369262695,9892400,PSX
46,2012-06-18,34.380001068115234,34.5,33.83000183105469,33.86000061035156,23.6119384765625,4254400,PSX
47,2012-06-19,34.060001373291016,34.529998779296875,33.72999954223633,33.86000061035156,23.6119384765625,4873500,PSX
48,2012-06-20,33.790000915527344,34.849998474121094,33.47999954223633,34.65999984741211,24.169815063476562,4628400,PSX
49,2012-06-21,34.70000076293945,34.7599983215332,33.060001373291016,33.47999954223633,23.346948623657227,3489900,PSX
50,2012-06-22,33.650001525878906,34.709999084472656,33.029998779296875,34.15999984741211,23.821142196655273,4359500,PSX
51,2012-06-25,33.689998626708984,33.689998626708984,32.7599983215332,32.869998931884766,22.921579360961914,3518600,PSX
52,2012-06-26,32.810001373291016,33.97999954223633,32.400001525878906,32.58000183105469,22.71935272216797,3274700,PSX
53,2012-06-27,32.61000061035156,33.400001525878906,31.420000076293945,31.889999389648438,22.23818016052246,3615600,PSX
54,2012-06-28,31.540000915527344,32.400001525878906,31.290000915527344,32.310001373291016,22.531068801879883,3115900,PSX
55,2012-06-29,32.779998779296875,33.380001068115234,32.650001525878906,33.2400016784668,23.17959976196289,4599500,PSX
56,2012-07-02,33.59000015258789,34.31999969482422,33.369998931884766,34.0,23.70957374572754,3868500,PSX
57,2012-07-03,34.02000045776367,34.630001068115234,33.83000183105469,34.2400016784668,23.876935958862305,3647400,PSX
58,2012-07-05,33.83000183105469,34.2400016784668,33.540000915527344,33.79999923706055,23.570098876953125,2711300,PSX
59,2012-07-06,33.400001525878906,33.68000030517578,32.91999816894531,33.369998931884766,23.270248413085938,1907800,PSX
60,2012-07-09,33.08000183105469,33.7599983215332,32.650001525878906,33.25,23.186565399169922,2264600,PSX
